entidad,relacion,objetos,context_line
Darío_Jara,ciudadania,Paraguay,Darío_Jara posee la ciudadanía del país Paraguay
Darío_Segovia,ciudadania,Paraguay,Darío_Segovia posee la ciudadanía del país Paraguay
Darío_Verón,ciudadania,Paraguay,Darío_Verón posee la ciudadanía del país Paraguay
Dashiz,ciudadania,Costa_Rica,Dashiz posee la ciudadanía del país Costa_Rica
Dave_Myrie,ciudadania,Costa_Rica,Dave_Myrie posee la ciudadanía del país Costa_Rica
Dave_Roberts,ciudadania,Panama,Dave_Roberts posee la ciudadanía del país Panama
David_Checa,ciudadania,Panama,David_Checa posee la ciudadanía del país Panama
David_Diach,ciudadania,Costa_Rica,David_Diach posee la ciudadanía del país Costa_Rica
David_Galindo,ciudadania,El_Salvador,David_Galindo posee la ciudadanía del país El_Salvador
David_González,ciudadania,Colombia,David_González posee la ciudadanía del país Colombia
David_Granadino,ciudadania,El_Salvador,David_Granadino posee la ciudadanía del país El_Salvador
David_Guzmán,ciudadania,Costa_Rica,David_Guzmán posee la ciudadanía del país Costa_Rica
David_Martínez,ciudadania,Argentina,David_Martínez posee la ciudadanía del país Argentina
David_Meza,ciudadania,Honduras,David_Meza posee la ciudadanía del país Honduras
David_Mojica,ciudadania,Panama,David_Mojica posee la ciudadanía del país Panama
David_Montoya,ciudadania,Colombia,David_Montoya posee la ciudadanía del país Colombia
David_Portillo,ciudadania,Paraguay,David_Portillo posee la ciudadanía del país Paraguay
David_Quiroz,ciudadania,Ecuador,David_Quiroz posee la ciudadanía del país Ecuador
David_Roura,ciudadania,Honduras,David_Roura posee la ciudadanía del país Honduras
David_Solórzano,ciudadania,Nicaragua,David_Solórzano posee la ciudadanía del país Nicaragua
David_Suazo,ciudadania,Honduras,David_Suazo posee la ciudadanía del país Honduras
Davis_Peralta,ciudadania,Panama,Davis_Peralta posee la ciudadanía del país Panama
Davis_Romero,ciudadania,Panama,Davis_Romero posee la ciudadanía del país Panama
Dayana_Calero,ciudadania,Nicaragua,Dayana_Calero posee la ciudadanía del país Nicaragua
Dayana_Rodríguez,ciudadania,Nicaragua,Dayana_Rodríguez posee la ciudadanía del país Nicaragua
Dayron_Robles,ciudadania,Cuba,Dayron_Robles posee la ciudadanía del país Cuba
Daysi_Torres,ciudadania,Nicaragua,Daysi_Torres posee la ciudadanía del país Nicaragua
Daúd_Gazale,ciudadania,Chile,Daúd_Gazale posee la ciudadanía del país Chile
Debi_Nova,ciudadania,Costa_Rica,Debi_Nova posee la ciudadanía del país Costa_Rica
Delfín_Quishpe,ciudadania,Ecuador,Delfín_Quishpe posee la ciudadanía del país Ecuador
Delfín_Tenesaca,ciudadania,Ecuador,Delfín_Tenesaca posee la ciudadanía del país Ecuador
Demetrio_Korsi,ciudadania,Panama,Demetrio_Korsi posee la ciudadanía del país Panama
Denis_Caniza,ciudadania,Paraguay,Denis_Caniza posee la ciudadanía del país Paraguay
Denis_Chen,ciudadania,Guatemala,Denis_Chen posee la ciudadanía del país Guatemala
Denis_Espinoza,ciudadania,Nicaragua,Denis_Espinoza posee la ciudadanía del país Nicaragua
Denis_Hamlett,ciudadania,Costa_Rica,Denis_Hamlett posee la ciudadanía del país Costa_Rica
Denis_Moncada,ciudadania,Nicaragua,Denis_Moncada posee la ciudadanía del país Nicaragua
Denis_Suazo,ciudadania,Honduras,Denis_Suazo posee la ciudadanía del país Honduras
Denise_Pesántes,ciudadania,Ecuador,Denise_Pesántes posee la ciudadanía del país Ecuador
Denisse_Fajardo,ciudadania,Peru,Denisse_Fajardo posee la ciudadanía del país Peru
Denisse_Mera,ciudadania,Ecuador,Denisse_Mera posee la ciudadanía del país Ecuador
Denisse_Robles,ciudadania,Ecuador,Denisse_Robles posee la ciudadanía del país Ecuador
Denneson_Lucas,ciudadania,Honduras,Denneson_Lucas posee la ciudadanía del país Honduras
Dennis_Alas,ciudadania,El_Salvador,Dennis_Alas posee la ciudadanía del país El_Salvador
Dennis_Ferrera,ciudadania,Honduras,Dennis_Ferrera posee la ciudadanía del país Honduras
Dennis_Marshall,ciudadania,Costa_Rica,Dennis_Marshall posee la ciudadanía del país Costa_Rica
Dennis_Martínez,ciudadania,Nicaragua,Dennis_Martínez posee la ciudadanía del país Nicaragua
Denovan_Morales,ciudadania,Honduras,Denovan_Morales posee la ciudadanía del país Honduras
Denovan_Torres,ciudadania,Honduras,Denovan_Torres posee la ciudadanía del país Honduras
Deris_Umanzor,ciudadania,El_Salvador,Deris_Umanzor posee la ciudadanía del país El_Salvador
Derlis_Florentín,ciudadania,Paraguay,Derlis_Florentín posee la ciudadanía del país Paraguay
Derlis_Villagra,ciudadania,Paraguay,Derlis_Villagra posee la ciudadanía del país Paraguay
Derrick_Johnson,ciudadania,Costa_Rica,Derrick_Johnson posee la ciudadanía del país Costa_Rica
Desirée_Masi,ciudadania,Paraguay,Desirée_Masi posee la ciudadanía del país Paraguay
Dexter_Lewis,ciudadania,Costa_Rica,Dexter_Lewis posee la ciudadanía del país Costa_Rica
Deyair_Reyes,ciudadania,Peru,Deyair_Reyes posee la ciudadanía del país Peru
Deybi_Flores,ciudadania,Honduras,Deybi_Flores posee la ciudadanía del país Honduras
Diana_Ortega,ciudadania,Nicaragua,Diana_Ortega posee la ciudadanía del país Nicaragua
Diane_Rodríguez,ciudadania,Ecuador,Diane_Rodríguez posee la ciudadanía del país Ecuador
Diego_Abal,ciudadania,Argentina,Diego_Abal posee la ciudadanía del país Argentina
Diego_Acosta,ciudadania,Paraguay,Diego_Acosta posee la ciudadanía del país Paraguay
Diego_Barreto,ciudadania,Paraguay,Diego_Barreto posee la ciudadanía del país Paraguay
Diego_Brizuela,ciudadania,Paraguay,Diego_Brizuela posee la ciudadanía del país Paraguay
Diego_Buonanotte,ciudadania,Argentina,Diego_Buonanotte posee la ciudadanía del país Argentina
Diego_Calderón,ciudadania,Ecuador,Diego_Calderón posee la ciudadanía del país Ecuador
Diego_Calvo,ciudadania,Costa_Rica,Diego_Calvo posee la ciudadanía del país Costa_Rica
Diego_Castillo,ciudadania,Panama,Diego_Castillo posee la ciudadanía del país Panama
Diego_Doldán,ciudadania,Paraguay,Diego_Doldán posee la ciudadanía del país Paraguay
Diego_Dominguez,ciudadania,Panama,Diego_Dominguez posee la ciudadanía del país Panama
Diego_Estrada,ciudadania,Costa_Rica,Diego_Estrada posee la ciudadanía del país Costa_Rica
Diego_Ferrín,ciudadania,Ecuador,Diego_Ferrín posee la ciudadanía del país Ecuador
Diego_Figueredo,ciudadania,Paraguay,Diego_Figueredo posee la ciudadanía del país Paraguay
Diego_Florentín,ciudadania,Paraguay,Diego_Florentín posee la ciudadanía del país Paraguay
Diego_Gavilán,ciudadania,Paraguay,Diego_Gavilán posee la ciudadanía del país Paraguay
Diego_Godoy,ciudadania,Paraguay,Diego_Godoy posee la ciudadanía del país Paraguay
Diego_Gómez,ciudadania,Colombia,Diego_Gómez posee la ciudadanía del país Colombia
Diego_Luzuriaga,ciudadania,Ecuador,Diego_Luzuriaga posee la ciudadanía del país Ecuador
Diego_López,ciudadania,Paraguay,Diego_López posee la ciudadanía del país Paraguay
Diego_Mejía,ciudadania,El_Salvador,Diego_Mejía posee la ciudadanía del país El_Salvador
Diego_Milito,ciudadania,Argentina,Diego_Milito posee la ciudadanía del país Argentina
Diego_Miranda,ciudadania,Paraguay,Diego_Miranda posee la ciudadanía del país Paraguay
Diego_Morel,ciudadania,Paraguay,Diego_Morel posee la ciudadanía del país Paraguay
Diego_Noboa,ciudadania,Ecuador,Diego_Noboa posee la ciudadanía del país Ecuador
Diego_Osorio,ciudadania,Colombia,Diego_Osorio posee la ciudadanía del país Colombia
Diego_Penny,ciudadania,Peru,Diego_Penny posee la ciudadanía del país Peru
Diego_Placente,ciudadania,Argentina,Diego_Placente posee la ciudadanía del país Argentina
Diego_Pozo,ciudadania,Argentina,Diego_Pozo posee la ciudadanía del país Argentina
Diego_Rivera,ciudadania,Mexico,Diego_Rivera posee la ciudadanía del país Mexico
Diego_Serrano,ciudadania,Ecuador,Diego_Serrano posee la ciudadanía del país Ecuador
Diego_Simeone,ciudadania,Argentina,Diego_Simeone posee la ciudadanía del país Argentina
Diego_Solis,ciudadania,Costa_Rica,Diego_Solis posee la ciudadanía del país Costa_Rica
Diego_Tamayo,ciudadania,Colombia,Diego_Tamayo posee la ciudadanía del país Colombia
Diego_Torres,ciudadania,Uruguay,Diego_Torres posee la ciudadanía del país Uruguay
Diego_Vigil,ciudadania,Honduras,Diego_Vigil posee la ciudadanía del país Honduras
Dilmer_Gutiérrez,ciudadania,Honduras,Dilmer_Gutiérrez posee la ciudadanía del país Honduras
Dinnia_Díaz,ciudadania,Costa_Rica,Dinnia_Díaz posee la ciudadanía del país Costa_Rica
Dinorah_Sampson,ciudadania,Nicaragua,Dinorah_Sampson posee la ciudadanía del país Nicaragua
Dionicio_Pérez,ciudadania,Paraguay,Dionicio_Pérez posee la ciudadanía del país Paraguay
Dionisio_Villacorta,ciudadania,El_Salvador,Dionisio_Villacorta posee la ciudadanía del país El_Salvador
Diógenes_Domínguez,ciudadania,Paraguay,Diógenes_Domínguez posee la ciudadanía del país Paraguay
Dolores_Cacuango,ciudadania,Ecuador,Dolores_Cacuango posee la ciudadanía del país Ecuador
Dolores_Fonzi,ciudadania,Argentina,Dolores_Fonzi posee la ciudadanía del país Argentina
Dolores_Heredia,ciudadania,Mexico,Dolores_Heredia posee la ciudadanía del país Mexico
Dominga_Herrrera,ciudadania,El_Salvador,Dominga_Herrrera posee la ciudadanía del país El_Salvador
Domingo_Benegas,ciudadania,Paraguay,Domingo_Benegas posee la ciudadanía del país Paraguay
Domingo_Bethancourt,ciudadania,Guatemala,Domingo_Bethancourt posee la ciudadanía del país Guatemala
Domingo_Cavallo,ciudadania,Argentina,Domingo_Cavallo posee la ciudadanía del país Argentina
Domingo_López,ciudadania,El_Salvador,Domingo_López posee la ciudadanía del país El_Salvador
Domingo_Nieto,ciudadania,Peru,Domingo_Nieto posee la ciudadanía del país Peru
Don_Vélez,ciudadania,Nicaragua,Don_Vélez posee la ciudadanía del país Nicaragua
Donald_Parrales,ciudadania,Nicaragua,Donald_Parrales posee la ciudadanía del país Nicaragua
Donaldo_Rosales,ciudadania,Honduras,Donaldo_Rosales posee la ciudadanía del país Honduras
Donis_Escober,ciudadania,Honduras,Donis_Escober posee la ciudadanía del país Honduras
Donny_Grant,ciudadania,Costa_Rica,Donny_Grant posee la ciudadanía del país Costa_Rica
Dora_Alonso,ciudadania,Cuba,Dora_Alonso posee la ciudadanía del país Cuba
Doris_Gibson,ciudadania,Peru,Doris_Gibson posee la ciudadanía del país Peru
Dorothea_Wilson,ciudadania,Nicaragua,Dorothea_Wilson posee la ciudadanía del país Nicaragua
Douglas_Forvis,ciudadania,Costa_Rica,Douglas_Forvis posee la ciudadanía del país Costa_Rica
Douglas_Moya,ciudadania,Ecuador,Douglas_Moya posee la ciudadanía del país Ecuador
Douglas_Sequeira,ciudadania,Costa_Rica,Douglas_Sequeira posee la ciudadanía del país Costa_Rica
Douglas_Shearer,ciudadania,Canada,Douglas_Shearer posee la ciudadanía del país Canada
Dr_Atl,ciudadania,Mexico,Dr_Atl posee la ciudadanía del país Mexico
Dunia_Elvir,ciudadania,Honduras,Dunia_Elvir posee la ciudadanía del país Honduras
Duván_Zapatillas,ciudadania,Colombia,Duván_Zapatillas posee la ciudadanía del país Colombia
Dwayne_Johnson,ciudadania,Canada,Dwayne_Johnson posee la ciudadanía del país Canada
Dámaso_Espino,ciudadania,Panama,Dámaso_Espino posee la ciudadanía del país Panama
Dániel_Torres,ciudadania,Ecuador,Dániel_Torres posee la ciudadanía del país Ecuador
Déborah_Andollo,ciudadania,Cuba,Déborah_Andollo posee la ciudadanía del país Cuba
Dúber_Zapata,ciudadania,Peru,Dúber_Zapata posee la ciudadanía del país Peru
Dúvier_Riascos,ciudadania,Colombia,Dúvier_Riascos posee la ciudadanía del país Colombia
Earl_Agnoly,ciudadania,Panama,Earl_Agnoly posee la ciudadanía del país Panama
Eberardo_Villalobos,ciudadania,Chile,Eberardo_Villalobos posee la ciudadanía del país Chile
Edder_Delgado,ciudadania,Honduras,Edder_Delgado posee la ciudadanía del país Honduras
Edder_Nelson,ciudadania,Costa_Rica,Edder_Nelson posee la ciudadanía del país Costa_Rica
Eddie_Castro,ciudadania,Panama,Eddie_Castro posee la ciudadanía del país Panama
Eddie_Gazo,ciudadania,Nicaragua,Eddie_Gazo posee la ciudadanía del país Nicaragua
Eddie_Valenzuela,ciudadania,Guatemala,Eddie_Valenzuela posee la ciudadanía del país Guatemala
Eddier_Godínez,ciudadania,Costa_Rica,Eddier_Godínez posee la ciudadanía del país Costa_Rica
Eddy_Lover,ciudadania,Panama,Eddy_Lover posee la ciudadanía del país Panama
Eddy_Vega,ciudadania,Honduras,Eddy_Vega posee la ciudadanía del país Honduras
Edelmiro_Arévalo,ciudadania,Paraguay,Edelmiro_Arévalo posee la ciudadanía del país Paraguay
Eder_Palacios,ciudadania,Ecuador,Eder_Palacios posee la ciudadanía del país Ecuador
Edgar_Barquín,ciudadania,Guatemala,Edgar_Barquín posee la ciudadanía del país Guatemala
Edgar_Barreto,ciudadania,Paraguay,Edgar_Barreto posee la ciudadanía del país Paraguay
Edgar_Chinchilla,ciudadania,Guatemala,Edgar_Chinchilla posee la ciudadanía del país Guatemala
Edgar_Cortez,ciudadania,Nicaragua,Edgar_Cortez posee la ciudadanía del país Nicaragua
Edgar_Flores,ciudadania,Honduras,Edgar_Flores posee la ciudadanía del país Honduras
Edgar_Melo,ciudadania,Chile,Edgar_Melo posee la ciudadanía del país Chile
Edgar_Negret,ciudadania,Colombia,Edgar_Negret posee la ciudadanía del país Colombia
Edgar_Nuñez,ciudadania,Honduras,Edgar_Nuñez posee la ciudadanía del país Honduras
Edgar_Rentería,ciudadania,Colombia,Edgar_Rentería posee la ciudadanía del país Colombia
Edgar_Robles,ciudadania,Paraguay,Edgar_Robles posee la ciudadanía del país Paraguay
Edgar_Rolón,ciudadania,Paraguay,Edgar_Rolón posee la ciudadanía del país Paraguay
Edgar_Silva,ciudadania,Costa_Rica,Edgar_Silva posee la ciudadanía del país Costa_Rica
Edgar_Valencia,ciudadania,Guatemala,Edgar_Valencia posee la ciudadanía del país Guatemala
Edgard_Crisanto,ciudadania,Honduras,Edgard_Crisanto posee la ciudadanía del país Honduras
Edgard_Álvarez,ciudadania,Honduras,Edgard_Álvarez posee la ciudadanía del país Honduras
Edgardo_Fariña,ciudadania,Panama,Edgardo_Fariña posee la ciudadanía del país Panama
Edgardo_Rosales,ciudadania,Nicaragua,Edgardo_Rosales posee la ciudadanía del país Nicaragua
Edipcia_Dubón,ciudadania,Nicaragua,Edipcia_Dubón posee la ciudadanía del país Nicaragua
Edison_Mafla,ciudadania,Colombia,Edison_Mafla posee la ciudadanía del país Colombia
Edison_Toloza,ciudadania,Colombia,Edison_Toloza posee la ciudadanía del país Colombia
Edith_González,ciudadania,Mexico,Edith_González posee la ciudadanía del país Mexico
Edith_Grøn,ciudadania,Nicaragua,Edith_Grøn posee la ciudadanía del país Nicaragua
Edith_Loza,ciudadania,Cuba,Edith_Loza posee la ciudadanía del país Cuba
Edith_Márquez,ciudadania,Mexico,Edith_Márquez posee la ciudadanía del país Mexico
Edith_Noeding,ciudadania,Peru,Edith_Noeding posee la ciudadanía del país Peru
Edixon_Perea,ciudadania,Colombia,Edixon_Perea posee la ciudadanía del país Colombia
Edmar_Castañeda,ciudadania,Colombia,Edmar_Castañeda posee la ciudadanía del país Colombia
Edmundo_Jarquín,ciudadania,Nicaragua,Edmundo_Jarquín posee la ciudadanía del país Nicaragua
Edmundo_Mellid,ciudadania,Paraguay,Edmundo_Mellid posee la ciudadanía del país Paraguay
Edmundo_Zura,ciudadania,Ecuador,Edmundo_Zura posee la ciudadanía del país Ecuador
Edna_Iturralde,ciudadania,Ecuador,Edna_Iturralde posee la ciudadanía del país Ecuador
Edrick_Menjívar,ciudadania,Honduras,Edrick_Menjívar posee la ciudadanía del país Honduras
Edson_Montaño,ciudadania,Ecuador,Edson_Montaño posee la ciudadanía del país Ecuador
Edu_Linares,ciudadania,Guatemala,Edu_Linares posee la ciudadanía del país Guatemala
Eduard_Benitez,ciudadania,Panama,Eduard_Benitez posee la ciudadanía del país Panama
Eduardito_Maruri,ciudadania,Ecuador,Eduardito_Maruri posee la ciudadanía del país Ecuador
Eduardo_Acevedo,ciudadania,Guatemala,Eduardo_Acevedo posee la ciudadanía del país Guatemala
Eduardo_Anderson,ciudadania,Panama,Eduardo_Anderson posee la ciudadanía del país Panama
Eduardo_Archibold,ciudadania,Panama,Eduardo_Archibold posee la ciudadanía del país Panama
Eduardo_Arias,ciudadania,Panama,Eduardo_Arias posee la ciudadanía del país Panama
Eduardo_Arriola,ciudadania,Honduras,Eduardo_Arriola posee la ciudadanía del país Honduras
Eduardo_Bennett,ciudadania,Honduras,Eduardo_Bennett posee la ciudadanía del país Honduras
Eduardo_Bone,ciudadania,Ecuador,Eduardo_Bone posee la ciudadanía del país Ecuador
Eduardo_Bähr,ciudadania,Honduras,Eduardo_Bähr posee la ciudadanía del país Honduras
Eduardo_Camaño,ciudadania,Argentina,Eduardo_Camaño posee la ciudadanía del país Argentina
Eduardo_Capetillo,ciudadania,Mexico,Eduardo_Capetillo posee la ciudadanía del país Mexico
Eduardo_Chibás,ciudadania,Cuba,Eduardo_Chibás posee la ciudadanía del país Cuba
Eduardo_Dasent,ciudadania,Panama,Eduardo_Dasent posee la ciudadanía del país Panama
Eduardo_Fentanes,ciudadania,Mexico,Eduardo_Fentanes posee la ciudadanía del país Mexico
Eduardo_Guadamud,ciudadania,Ecuador,Eduardo_Guadamud posee la ciudadanía del país Ecuador
Eduardo_Hernández,ciudadania,El_Salvador,Eduardo_Hernández posee la ciudadanía del país El_Salvador
Eduardo_Hurtado,ciudadania,Ecuador,Eduardo_Hurtado posee la ciudadanía del país Ecuador
Eduardo_Jiménez,ciudadania,Panama,Eduardo_Jiménez posee la ciudadanía del país Panama
Eduardo_Kingman,ciudadania,Ecuador,Eduardo_Kingman posee la ciudadanía del país Ecuador
Eduardo_Laing,ciudadania,Honduras,Eduardo_Laing posee la ciudadanía del país Honduras
Eduardo_López,ciudadania,Guatemala,Eduardo_López posee la ciudadanía del país Guatemala
Eduardo_Mallea,ciudadania,Argentina,Eduardo_Mallea posee la ciudadanía del país Argentina
Eduardo_Mangas,ciudadania,Ecuador,Eduardo_Mangas posee la ciudadanía del país Ecuador
Eduardo_Montealegre,ciudadania,Nicaragua,Eduardo_Montealegre posee la ciudadanía del país Nicaragua
Eduardo_Morante,ciudadania,Ecuador,Eduardo_Morante posee la ciudadanía del país Ecuador
